,City,Date,AVG Temperature °C,MIN Temp °C,MAX Temp °C,Dew point,Humidity,Visibility km,AVG Wind km/h,MAX Wind km/h,Wind gust km/h,Pressure mb,AVG Pressure mb,Rain mm,Phenomenas
1092,Verona,2006-12-28,-1.3,-2.2,-0.2,-1.4,99.0,1,4,9,0,0.0,0.0,0.0,fog
1093,Verona,2006-12-29,0.4,-3.0,4.6,0.2,99.0,1,3,8,0,0.0,0.0,0.0,fog
1094,Verona,2006-12-30,0.6,-3.0,3.0,0.4,99.0,1,4,9,0,0.0,0.0,0.0,fog
1095,Verona,2006-12-31,3.9,2.0,8.2,3.3,96.0,2,2,8,0,0.0,0.0,0.0,fog
1096,Verona,2007-01-01,4.2,3.0,5.0,4.1,99.0,2,3,11,0,1031.0,0.0,0.0,rain and fog
1097,Verona,2007-01-02,4.6,2.6,8.4,3.8,95.0,4,9,21,0,1018.0,0.0,3.1,rain thunderstorm fog
1098,Verona,2007-01-03,5.1,-1.6,11.8,-5.2,47.0,10,11,18,0,1022.0,0.0,0.0,
1099,Verona,2007-01-04,3.7,-0.4,7.4,0.8,81.0,11,4,11,0,1026.0,0.0,0.0,
1100,Verona,2007-01-05,3.8,-1.0,10.6,0.6,80.0,10,4,9,0,1018.0,0.0,0.0,
1101,Verona,2007-01-06,5.5,0.8,11.0,3.9,89.0,9,4,9,0,1025.0,0.0,0.0,
1102,Verona,2007-01-07,6.1,4.0,8.4,5.7,97.0,3,2,5,0,1026.0,0.0,0.0,
1103,Verona,2007-01-08,6.1,4.0,9.6,5.7,97.0,3,4,9,0,1023.0,0.0,0.5,rain and fog
1104,Verona,2007-01-09,5.2,2.2,10.4,4.8,97.0,2,4,11,0,1020.0,0.0,0.0,fog
1105,Verona,2007-01-10,7.1,3.6,9.6,6.2,94.0,2,2,8,0,1027.0,0.0,0.0,rain and fog
1106,Verona,2007-01-11,7.6,6.6,9.0,7.4,99.0,1,4,9,0,1028.0,0.0,0.0,fog
1107,Verona,2007-01-12,6.4,4.0,9.4,6.2,99.0,1,5,13,0,1019.0,0.0,0.0,fog
1108,Verona,2007-01-13,5.4,3.8,6.6,5.2,99.0,1,5,9,0,1026.0,0.0,0.0,fog
1109,Verona,2007-01-14,5.1,1.8,7.0,4.8,98.0,1,3,8,0,1027.0,0.0,0.0,fog
1110,Verona,2007-01-15,3.1,-1.2,10.2,2.8,98.0,1,4,11,0,1031.0,0.0,0.0,fog
1111,Verona,2007-01-16,3.1,1.8,4.0,2.9,99.0,1,5,11,0,1030.0,0.0,0.0,fog
1112,Verona,2007-01-17,5.2,3.6,7.4,5.1,99.0,4,4,11,0,1029.0,0.0,0.0,fog
1113,Verona,2007-01-18,4.7,2.8,6.2,4.7,100.0,1,6,9,0,1027.0,0.0,0.0,fog
1114,Verona,2007-01-19,4.7,1.0,12.0,4.1,96.0,2,4,11,0,1015.0,0.0,0.0,fog
1115,Verona,2007-01-20,4.2,-0.4,8.4,4.1,99.0,1,5,11,0,1020.0,0.0,0.0,fog
1116,Verona,2007-01-21,7.3,4.0,9.8,7.1,99.0,1,3,13,0,1019.0,0.0,0.0,fog
1117,Verona,2007-01-22,8.4,7.0,10.0,8.4,100.0,2,2,8,0,1017.0,0.0,0.0,rain and fog
1118,Verona,2007-01-23,9.6,7.0,13.0,8.9,95.0,7,11,31,47,1004.0,0.0,7.9,rain thunderstorm
1119,Verona,2007-01-24,4.7,2.0,8.2,2.3,84.0,11,7,24,0,994.0,0.0,5.1,rain
1120,Verona,2007-01-25,2.6,1.0,4.2,1.6,93.0,10,15,31,0,1005.0,0.0,0.0,rain
1121,Verona,2007-01-26,1.9,-0.4,4.2,-0.9,82.0,8,5,15,0,1017.0,0.0,0.0,rain snow
1122,Verona,2007-01-27,1.6,-2.0,7.0,-2.1,76.0,10,12,22,0,1019.0,0.0,0.0,
1123,Verona,2007-01-28,1.1,-5.0,8.8,-0.8,87.0,6,4,13,0,1025.0,0.0,0.0,fog
1124,Verona,2007-01-29,3.9,-1.2,12.4,1.4,84.0,7,5,24,0,1020.0,0.0,0.0,
1125,Verona,2007-01-30,2.8,-2.2,10.4,1.1,89.0,3,5,11,0,1020.0,0.0,0.0,fog
1126,Verona,2007-01-31,-0.4,-5.0,5.0,-0.6,99.0,1,3,11,0,1024.0,0.0,0.0,fog
1127,Verona,2007-02-01,1.7,-1.0,4.4,1.6,99.0,1,3,8,0,1022.0,0.0,0.0,fog
1128,Verona,2007-02-02,2.2,-2.0,9.0,1.9,98.0,1,6,18,0,1026.0,0.0,0.0,fog
1129,Verona,2007-02-03,1.6,-0.2,3.4,1.4,99.0,0,6,13,0,1028.0,0.0,0.0,fog
1130,Verona,2007-02-04,2.0,-3.0,7.4,1.6,97.0,3,8,18,0,1027.0,0.0,0.0,fog
1131,Verona,2007-02-05,-1.1,-5.0,5.0,-1.7,96.0,1,2,8,0,1025.0,0.0,0.0,fog
1132,Verona,2007-02-06,1.8,-4.0,5.0,1.7,99.0,1,2,8,0,1012.0,0.0,2.0,rain and fog
1133,Verona,2007-02-07,5.1,3.6,6.6,5.1,100.0,1,3,5,0,1004.0,0.0,0.8,rain and fog
1134,Verona,2007-02-08,6.2,5.0,7.4,6.1,99.0,1,2,8,0,1005.0,0.0,0.5,rain and fog
1135,Verona,2007-02-09,7.0,4.0,12.6,6.1,94.0,5,4,11,0,1005.0,0.0,6.1,rain and fog
1136,Verona,2007-02-10,7.4,3.0,12.2,6.7,95.0,4,4,9,0,1011.0,0.0,0.0,fog
1137,Verona,2007-02-11,6.6,-0.4,13.6,4.6,87.0,5,4,13,0,1010.0,0.0,0.0,fog
1138,Verona,2007-02-12,6.2,2.0,10.2,5.4,95.0,5,8,24,0,1010.0,0.0,0.0,rain
1139,Verona,2007-02-13,8.7,3.0,17.1,3.1,68.0,9,15,29,54,1000.0,0.0,10.9,rain
1140,Verona,2007-02-14,5.4,2.0,9.6,4.9,97.0,4,5,13,0,1013.0,0.0,0.0,fog
1141,Verona,2007-02-15,8.1,4.0,13.4,5.7,85.0,5,5,13,0,1012.0,0.0,0.0,rain
1142,Verona,2007-02-16,6.8,-0.4,14.0,3.5,79.0,6,9,21,0,1020.0,0.0,0.0,
1143,Verona,2007-02-17,6.7,0.8,12.6,1.7,70.0,10,5,13,0,1024.0,0.0,0.0,
1144,Verona,2007-02-18,6.9,3.0,11.2,0.5,64.0,11,9,22,0,1024.0,0.0,0.0,
1145,Verona,2007-02-19,4.6,-2.0,12.2,1.2,79.0,6,4,9,0,1017.0,0.0,0.0,fog
1146,Verona,2007-02-20,6.8,-0.4,15.0,2.2,72.0,6,5,17,0,1015.0,0.0,0.0,
1147,Verona,2007-02-21,10.0,6.8,15.2,6.3,78.0,4,3,11,0,1015.0,0.0,0.0,
1148,Verona,2007-02-22,9.6,5.0,14.8,7.4,86.0,3,5,13,0,1016.0,0.0,0.0,
1149,Verona,2007-02-23,8.8,2.8,15.3,6.4,85.0,3,4,11,0,1014.0,0.0,0.0,
1150,Verona,2007-02-24,10.3,6.8,15.0,8.1,86.0,3,6,11,0,1014.0,0.0,0.5,rain and fog
1151,Verona,2007-02-25,8.7,7.0,11.4,8.3,97.0,2,7,22,0,1013.0,0.0,0.5,rain thunderstorm
1152,Verona,2007-02-26,9.5,5.0,15.2,6.8,83.0,7,8,17,0,1005.0,0.0,0.0,
1153,Verona,2007-02-27,8.4,-0.3,17.1,1.2,60.0,7,6,17,0,1010.0,0.0,0.0,
1154,Verona,2007-02-28,6.7,2.0,13.2,4.8,88.0,6,5,11,0,1012.0,0.0,0.0,
1155,Verona,2007-03-01,8.4,2.8,14.8,5.7,83.0,4,4,9,0,1009.0,0.0,0.0,fog
1156,Verona,2007-03-02,11.1,4.0,18.2,7.1,76.0,4,10,26,0,1005.0,0.0,0.0,
1157,Verona,2007-03-03,11.9,6.0,18.2,6.5,69.0,8,9,21,0,1010.0,0.0,0.0,
1158,Verona,2007-03-04,11.9,4.6,19.4,2.4,52.0,9,10,15,0,1016.0,0.0,0.0,
1159,Verona,2007-03-05,11.8,2.8,19.4,3.2,56.0,11,6,15,0,1021.0,0.0,0.0,
1160,Verona,2007-03-06,11.3,7.0,15.0,7.1,75.0,8,8,26,0,1024.0,0.0,0.0,
1161,Verona,2007-03-07,11.3,9.8,14.2,10.7,96.0,7,11,26,0,1014.0,0.0,0.5,rain
1162,Verona,2007-03-08,11.5,9.0,16.2,8.8,83.0,8,5,13,0,1007.0,0.0,7.1,rain
1163,Verona,2007-03-09,11.3,5.0,17.0,5.7,68.0,10,6,11,0,1021.0,0.0,0.0,
1164,Verona,2007-03-10,11.4,6.6,15.2,0.6,47.0,10,9,18,0,1022.0,0.0,0.0,
1165,Verona,2007-03-11,10.3,4.0,16.2,-5.2,33.0,10,12,28,0,1029.0,0.0,0.0,
1166,Verona,2007-03-12,9.8,2.4,17.4,-0.6,48.0,10,4,9,0,1030.0,0.0,0.0,
1167,Verona,2007-03-13,11.9,3.8,20.4,0.1,44.0,10,4,11,0,1026.0,0.0,0.0,
1168,Verona,2007-03-14,12.8,4.0,21.2,3.5,53.0,10,4,11,0,1025.0,0.0,0.0,
1169,Verona,2007-03-15,13.2,5.4,20.4,6.7,65.0,10,5,13,0,1027.0,0.0,0.0,
1170,Verona,2007-03-16,12.7,5.2,20.0,7.0,68.0,6,5,11,0,1024.0,0.0,0.0,
1171,Verona,2007-03-17,13.8,7.0,20.6,7.6,66.0,4,8,18,0,1022.0,0.0,0.0,
1172,Verona,2007-03-18,13.2,6.0,19.0,7.4,68.0,5,11,28,0,1014.0,0.0,0.0,fog
1173,Verona,2007-03-19,9.9,4.0,16.0,6.7,80.0,11,16,39,55,993.0,0.0,0.5,rain thunderstorm
1174,Verona,2007-03-20,4.6,2.0,8.0,2.2,84.0,10,15,41,67,985.0,0.0,9.1,rain
1175,Verona,2007-03-21,5.4,-0.2,12.6,-0.7,65.0,11,7,18,50,994.0,0.0,2.0,rain
1176,Verona,2007-03-22,5.9,0.0,11.8,-2.1,56.0,11,5,9,0,1005.0,0.0,0.0,
1177,Verona,2007-03-23,6.6,2.6,11.2,-1.7,55.0,11,8,17,0,1007.0,0.0,0.0,
1178,Verona,2007-03-24,7.4,2.4,12.4,1.6,67.0,10,21,39,55,1001.0,0.0,0.0,rain
1179,Verona,2007-03-25,8.1,5.0,11.0,6.7,91.0,11,30,47,68,1009.0,0.0,8.9,rain
1180,Verona,2007-03-26,10.1,6.0,15.2,6.8,80.0,9,11,44,54,1016.0,0.0,13.0,rain
1181,Verona,2007-03-27,9.1,5.0,14.0,2.2,62.0,11,11,34,59,1019.0,0.0,0.0,
1182,Verona,2007-03-28,9.3,3.8,14.6,2.0,60.0,11,7,15,0,1018.0,0.0,0.0,
1183,Verona,2007-03-29,9.2,2.0,15.2,4.1,70.0,11,7,11,0,1018.0,0.0,0.0,
1184,Verona,2007-03-30,7.8,6.0,9.0,7.7,99.0,5,3,8,0,1016.0,0.0,13.0,rain
1185,Verona,2007-03-31,9.8,6.0,14.1,7.2,84.0,8,6,17,0,1012.0,0.0,0.0,rain
1186,Verona,2007-04-01,11.0,8.7,14.4,8.6,85.0,9,5,9,0,1021.0,0.0,0.0,rain
1187,Verona,2007-04-02,13.1,7.0,19.0,7.3,68.0,9,4,9,0,1027.0,0.0,0.0,
1188,Verona,2007-04-03,12.6,5.0,19.4,7.3,70.0,10,5,15,0,1017.0,0.0,0.0,rain thunderstorm
1189,Verona,2007-04-04,12.5,8.0,18.2,6.4,66.0,11,19,35,52,1005.0,0.0,0.0,
1190,Verona,2007-04-05,11.6,4.8,17.6,4.7,63.0,10,7,15,0,1012.0,0.0,0.0,
1191,Verona,2007-04-06,13.4,4.8,20.4,4.8,56.0,8,7,13,0,1017.0,0.0,0.0,
1192,Verona,2007-04-07,14.6,5.4,22.4,4.8,52.0,9,6,11,0,1019.0,0.0,0.0,
1193,Verona,2007-04-08,15.1,9.8,21.2,7.7,61.0,11,5,22,0,1018.0,0.0,0.0,
1194,Verona,2007-04-09,14.8,7.6,23.0,8.6,66.0,10,6,15,0,1020.0,0.0,0.0,
1195,Verona,2007-04-10,15.3,6.8,23.4,9.4,68.0,9,4,9,0,1018.0,0.0,0.0,
1196,Verona,2007-04-11,16.6,7.4,24.6,10.3,66.0,6,4,8,0,1020.0,0.0,0.0,fog
1197,Verona,2007-04-12,17.2,9.8,24.4,11.5,69.0,7,8,15,0,1021.0,0.0,0.0,
1198,Verona,2007-04-13,17.5,9.2,25.0,9.6,60.0,10,8,22,0,1022.0,0.0,0.0,
1199,Verona,2007-04-14,17.9,9.0,26.4,8.8,55.0,10,13,34,0,1021.0,0.0,0.0,
1200,Verona,2007-04-15,18.9,10.0,27.0,7.4,47.0,10,12,26,0,1021.0,0.0,0.0,
1201,Verona,2007-04-16,18.9,10.4,25.8,6.7,45.0,10,11,28,0,1019.0,0.0,0.0,
1202,Verona,2007-04-17,17.9,10.6,24.2,6.2,46.0,11,7,15,0,1019.0,0.0,0.0,
1203,Verona,2007-04-18,17.8,10.0,26.2,10.8,64.0,10,6,21,0,1017.0,0.0,0.0,
1204,Verona,2007-04-19,16.0,10.0,21.0,9.3,64.0,11,13,29,0,1015.0,0.0,0.0,
1205,Verona,2007-04-20,16.2,7.8,23.6,10.3,68.0,10,5,15,0,1017.0,0.0,0.0,
1206,Verona,2007-04-21,17.0,9.6,23.6,10.8,67.0,8,6,13,35,1017.0,0.0,0.0,
1207,Verona,2007-04-22,18.5,10.4,26.2,11.6,64.0,7,5,11,0,1019.0,0.0,0.0,fog
1208,Verona,2007-04-23,19.8,10.0,27.6,12.8,64.0,7,6,13,0,1023.0,0.0,0.0,
1209,Verona,2007-04-24,21.3,13.8,28.6,14.1,64.0,6,5,17,0,1020.0,0.0,0.0,rain
1210,Verona,2007-04-25,21.3,17.0,26.0,10.9,51.0,11,11,22,0,1016.0,0.0,0.0,
1211,Verona,2007-04-26,19.4,12.0,25.0,7.8,47.0,11,15,28,42,1017.0,0.0,0.0,
1212,Verona,2007-04-27,18.4,9.8,26.2,8.4,52.0,10,7,18,0,1021.0,0.0,0.0,
1213,Verona,2007-04-28,18.8,9.0,26.6,7.6,48.0,10,6,11,0,1022.0,0.0,0.0,
1214,Verona,2007-04-29,20.4,12.0,28.0,8.0,45.0,10,7,15,0,1018.0,0.0,0.0,
1215,Verona,2007-04-30,18.6,12.0,25.8,12.0,65.0,11,12,28,0,1011.0,0.0,0.0,rain thunderstorm
1216,Verona,2007-05-01,18.8,14.6,25.0,12.8,68.0,11,8,22,0,1011.0,0.0,0.0,
1217,Verona,2007-05-02,14.5,11.0,18.2,12.0,85.0,11,17,34,52,1012.0,0.0,7.1,rain thunderstorm
1218,Verona,2007-05-03,15.5,10.6,20.0,12.2,81.0,10,6,13,0,1015.0,0.0,0.0,rain
1219,Verona,2007-05-04,13.6,12.0,16.0,13.2,97.0,8,16,34,0,1011.0,0.0,11.4,rain
1220,Verona,2007-05-05,14.6,11.0,18.8,12.9,90.0,11,4,11,0,1006.0,0.0,2.0,rain thunderstorm
1221,Verona,2007-05-06,16.3,8.8,22.6,12.0,76.0,10,4,13,0,1009.0,0.0,0.5,rain
1222,Verona,2007-05-07,18.3,9.4,26.2,9.5,56.0,11,7,15,0,1013.0,0.0,0.0,
1223,Verona,2007-05-08,21.0,11.0,29.2,10.5,51.0,10,12,26,44,1014.0,0.0,0.0,
1224,Verona,2007-05-09,22.7,14.0,31.0,12.1,51.0,9,12,24,0,1011.0,0.0,0.0,
1225,Verona,2007-05-10,22.4,14.2,29.4,14.3,60.0,8,5,9,0,1014.0,0.0,0.0,
1226,Verona,2007-05-11,21.0,14.0,27.4,14.4,66.0,8,9,18,0,1014.0,0.0,0.0,
1227,Verona,2007-05-12,21.7,14.0,28.3,15.1,66.0,8,6,17,0,1010.0,0.0,0.0,
1228,Verona,2007-05-13,23.3,16.6,29.6,13.3,53.0,11,6,15,0,1014.0,0.0,0.0,
1229,Verona,2007-05-14,22.8,15.9,29.4,13.8,57.0,11,11,29,0,1014.0,0.0,0.0,thunderstorm
1230,Verona,2007-05-15,18.4,14.8,23.0,7.6,49.0,11,15,34,55,1010.0,0.0,0.0,
1231,Verona,2007-05-16,17.7,11.0,23.8,6.1,46.0,11,10,22,0,1012.0,0.0,0.0,
1232,Verona,2007-05-17,18.0,12.0,25.0,10.1,60.0,11,7,17,0,1012.0,0.0,0.0,
1233,Verona,2007-05-18,18.9,12.4,25.0,7.9,49.0,11,9,15,0,1010.0,0.0,0.0,
1234,Verona,2007-05-19,19.1,10.0,25.4,8.1,49.0,10,7,13,0,1014.0,0.0,0.0,
1235,Verona,2007-05-20,21.6,12.4,29.0,10.1,48.0,10,6,11,0,1015.0,0.0,0.0,
1236,Verona,2007-05-21,23.8,15.0,31.4,12.8,50.0,10,5,9,0,1016.0,0.0,0.0,
1237,Verona,2007-05-22,25.9,17.2,34.8,15.9,54.0,11,7,15,0,1015.0,0.0,0.0,thunderstorm
1238,Verona,2007-05-23,27.4,19.6,33.2,14.6,46.0,11,10,17,0,1013.0,0.0,0.0,
1239,Verona,2007-05-24,26.2,18.0,33.4,16.2,54.0,11,5,9,0,1015.0,0.0,0.0,
1240,Verona,2007-05-25,25.8,18.4,32.8,18.4,64.0,11,6,15,0,1013.0,0.0,0.0,
1241,Verona,2007-05-26,23.7,18.2,30.0,18.1,71.0,11,7,21,0,1009.0,0.0,0.0,rain
1242,Verona,2007-05-27,20.4,17.0,27.0,17.1,81.0,11,9,31,0,1006.0,0.0,1.0,rain thunderstorm
1243,Verona,2007-05-28,14.8,11.0,24.2,13.7,93.0,9,11,42,85,997.0,0.0,30.0,rain thunderstorm fog
1244,Verona,2007-05-29,14.1,10.4,18.0,10.1,77.0,10,12,26,35,995.0,0.0,5.1,rain
1245,Verona,2007-05-30,18.5,11.0,23.4,5.4,42.0,11,10,18,0,1006.0,0.0,0.0,
1246,Verona,2007-05-31,18.9,11.0,24.6,11.4,62.0,11,7,22,0,1013.0,0.0,0.0,
1247,Verona,2007-06-01,17.1,13.0,21.4,14.9,87.0,11,14,29,0,1014.0,0.0,36.6,rain thunderstorm
1248,Verona,2007-06-02,16.2,12.8,21.0,15.2,94.0,11,7,13,0,1014.0,0.0,16.0,rain
1249,Verona,2007-06-03,20.9,15.0,27.8,15.0,69.0,11,8,21,0,1017.0,0.0,0.5,rain
1250,Verona,2007-06-04,21.8,15.4,29.2,16.9,74.0,11,5,15,0,1017.0,0.0,0.5,rain thunderstorm
1251,Verona,2007-06-05,22.3,17.8,28.4,17.3,73.0,11,7,21,37,1015.0,0.0,1.0,rain
1252,Verona,2007-06-06,20.4,18.4,23.2,19.6,95.0,10,7,26,0,1012.0,0.0,0.8,rain
1253,Verona,2007-06-07,20.1,17.0,24.8,17.8,87.0,10,11,26,31,1013.0,0.0,6.1,rain
1254,Verona,2007-06-08,22.1,16.4,28.4,17.4,75.0,10,6,13,0,1015.0,0.0,0.0,
1255,Verona,2007-06-09,24.8,17.0,31.0,14.9,54.0,11,5,11,0,1017.0,0.0,0.0,
1256,Verona,2007-06-10,25.7,19.8,31.4,17.3,60.0,11,5,17,0,1016.0,0.0,0.0,
1257,Verona,2007-06-11,22.9,18.0,29.0,20.2,85.0,9,7,22,68,1013.0,0.0,0.0,rain thunderstorm
1258,Verona,2007-06-12,21.6,17.6,27.6,19.4,87.0,8,6,15,0,1012.0,0.0,5.8,rain thunderstorm
1259,Verona,2007-06-13,23.4,18.0,30.0,18.2,73.0,8,5,9,0,1010.0,0.0,0.0,
1260,Verona,2007-06-14,24.9,19.0,30.4,19.1,70.0,11,5,11,0,1011.0,0.0,1.0,rain thunderstorm
1261,Verona,2007-06-15,23.6,19.0,29.0,20.0,80.0,9,6,22,0,1010.0,0.0,0.5,rain thunderstorm
1262,Verona,2007-06-16,22.9,16.8,29.4,15.9,65.0,10,8,24,0,1008.0,0.0,0.0,
1263,Verona,2007-06-17,23.3,16.4,29.6,15.4,61.0,11,5,11,0,1011.0,0.0,0.0,
1264,Verona,2007-06-18,23.7,17.0,29.4,18.6,73.0,11,8,24,0,1012.0,0.0,0.0,rain
1265,Verona,2007-06-19,26.9,19.4,33.4,19.3,63.0,10,4,9,0,1015.0,0.0,0.0,
1266,Verona,2007-06-20,28.5,21.8,34.4,20.3,61.0,11,6,15,0,1015.0,0.0,0.0,
1267,Verona,2007-06-21,28.0,21.6,33.6,18.9,58.0,10,9,18,0,1012.0,0.0,0.0,
1268,Verona,2007-06-22,25.6,19.0,31.2,16.6,58.0,11,10,24,0,1011.0,0.0,0.0,
1269,Verona,2007-06-23,24.7,17.2,31.8,13.2,49.0,11,5,11,0,1010.0,0.0,0.0,
1270,Verona,2007-06-24,25.8,17.2,32.2,13.1,45.0,11,7,13,0,1014.0,0.0,0.0,
1271,Verona,2007-06-25,26.9,19.2,33.4,14.2,46.0,11,7,22,44,1014.0,0.0,0.0,
1272,Verona,2007-06-26,24.1,18.0,29.8,12.9,50.0,10,14,28,0,1004.0,0.0,0.0,
1273,Verona,2007-06-27,20.6,15.0,28.4,14.6,68.0,11,9,24,29,1003.0,0.0,3.1,rain thunderstorm
1274,Verona,2007-06-28,21.4,12.8,28.0,13.3,60.0,11,6,11,0,1010.0,0.0,0.0,
1275,Verona,2007-06-29,24.4,17.4,30.6,15.9,59.0,11,7,11,0,1014.0,0.0,0.0,
1276,Verona,2007-06-30,24.5,18.0,30.0,16.2,60.0,11,7,15,0,1014.0,0.0,0.0,
1277,Verona,2007-07-01,26.1,19.4,32.4,17.2,58.0,11,8,13,0,1016.0,0.0,0.0,
1278,Verona,2007-07-02,24.1,19.0,30.2,20.5,80.0,11,8,18,0,1012.0,0.0,8.9,rain thunderstorm
1279,Verona,2007-07-03,23.3,17.8,29.2,16.5,66.0,11,5,13,0,1010.0,0.0,0.0,
1280,Verona,2007-07-04,22.3,14.0,29.8,14.0,59.0,11,13,39,65,1006.0,0.0,1.0,rain thunderstorm
1281,Verona,2007-07-05,21.1,12.4,28.8,9.1,46.0,11,10,21,48,1011.0,0.0,0.0,rain
1282,Verona,2007-07-06,23.5,13.8,31.2,11.3,46.0,10,9,21,39,1013.0,0.0,0.0,
1283,Verona,2007-07-07,25.3,16.6,32.0,15.2,54.0,10,5,13,0,1013.0,0.0,0.0,
1284,Verona,2007-07-08,26.9,18.0,33.4,16.3,52.0,11,5,11,0,1016.0,0.0,0.0,
1285,Verona,2007-07-09,24.4,20.0,31.0,19.1,72.0,11,8,26,39,1014.0,0.0,0.0,rain thunderstorm
1286,Verona,2007-07-10,21.4,15.0,27.6,8.6,44.0,11,13,28,0,1006.0,0.0,0.8,rain thunderstorm
1287,Verona,2007-07-11,19.4,12.6,25.8,10.8,57.0,11,7,17,28,1012.0,0.0,3.1,rain
1288,Verona,2007-07-12,22.3,14.6,29.4,11.2,49.0,11,8,15,0,1015.0,0.0,0.0,
1289,Verona,2007-07-13,24.8,15.0,31.4,14.7,53.0,10,4,13,24,1018.0,0.0,0.0,
1290,Verona,2007-07-14,25.9,17.4,33.6,16.5,56.0,10,6,11,0,1020.0,0.0,0.0,
1291,Verona,2007-07-15,27.9,18.6,36.2,17.0,52.0,10,5,11,0,1021.0,0.0,0.0,
1292,Verona,2007-07-16,28.9,20.0,37.3,16.3,47.0,11,5,11,0,1020.0,0.0,0.0,
1293,Verona,2007-07-17,28.9,20.0,37.2,18.1,52.0,10,6,11,0,1018.0,0.0,0.0,
1294,Verona,2007-07-18,29.9,20.8,37.0,15.8,43.0,10,5,11,0,1017.0,0.0,0.0,
1295,Verona,2007-07-19,30.7,23.0,37.6,17.9,46.0,10,7,11,0,1015.0,0.0,0.0,
1296,Verona,2007-07-20,30.4,21.6,38.2,16.1,42.0,11,5,11,0,1013.0,0.0,0.0,
1297,Verona,2007-07-21,29.4,20.0,36.6,15.3,42.0,11,5,9,0,1013.0,0.0,0.0,
1298,Verona,2007-07-22,26.8,18.6,33.1,16.8,54.0,11,11,22,0,1011.0,0.0,0.0,
1299,Verona,2007-07-23,27.3,18.2,34.8,15.7,49.0,11,5,11,0,1010.0,0.0,0.0,
1300,Verona,2007-07-24,26.7,20.7,33.0,18.2,60.0,11,11,26,0,1005.0,0.0,0.0,thunderstorm
1301,Verona,2007-07-25,26.6,17.2,32.8,15.1,49.0,11,9,18,0,1010.0,0.0,0.0,
1302,Verona,2007-07-26,27.1,18.4,33.2,15.3,48.0,11,8,21,0,1014.0,0.0,0.0,
1303,Verona,2007-07-27,28.5,19.6,35.4,17.3,51.0,10,5,13,0,1013.0,0.0,0.0,
1304,Verona,2007-07-28,29.4,21.6,35.8,19.3,55.0,11,7,15,0,1014.0,0.0,0.0,
1305,Verona,2007-07-29,29.1,24.8,33.6,19.3,56.0,11,11,28,0,1012.0,0.0,0.0,
1306,Verona,2007-07-30,25.7,19.6,34.8,19.9,70.0,11,17,54,81,1007.0,0.0,0.0,
1307,Verona,2007-07-31,22.7,17.8,27.6,7.5,38.0,11,13,26,0,1014.0,0.0,0.0,
1308,Verona,2007-08-01,23.4,17.0,29.0,9.1,40.0,11,9,13,0,1016.0,0.0,0.0,
1309,Verona,2007-08-02,24.4,16.6,31.0,13.7,51.0,11,0,0,0,1017.0,0.0,0.0,
1310,Verona,2007-08-03,22.8,18.0,28.4,17.1,70.0,11,0,0,0,1013.0,0.0,0.0,rain thunderstorm
1311,Verona,2007-08-04,24.3,16.7,30.4,13.3,50.0,11,0,0,0,1020.0,0.0,0.0,
1312,Verona,2007-08-05,24.6,18.0,30.4,11.8,45.0,11,0,0,0,1018.0,0.0,0.0,
1313,Verona,2007-08-06,25.7,17.8,32.0,11.7,42.0,11,0,0,0,1016.0,0.0,0.0,
1314,Verona,2007-08-07,27.7,20.6,32.8,15.1,46.0,11,11,17,0,1011.0,0.0,0.0,
1315,Verona,2007-08-08,24.6,19.0,29.8,18.9,71.0,10,14,34,52,1008.0,0.0,4.1,rain thunderstorm
1316,Verona,2007-08-09,19.3,15.0,24.4,15.2,77.0,11,13,26,0,1008.0,0.0,17.8,rain thunderstorm
1317,Verona,2007-08-10,20.8,13.5,29.0,14.4,67.0,11,9,22,0,1008.0,0.0,0.0,rain
1318,Verona,2007-08-11,24.4,18.2,30.4,14.7,55.0,10,11,18,0,1008.0,0.0,0.0,
1319,Verona,2007-08-12,25.5,17.8,31.6,15.2,53.0,11,10,17,0,1010.0,0.0,0.0,
1320,Verona,2007-08-13,25.3,19.2,32.1,17.8,63.0,10,10,18,0,1010.0,0.0,0.0,
1321,Verona,2007-08-14,25.2,20.8,30.4,18.9,68.0,10,11,21,0,1013.0,0.0,0.0,
1322,Verona,2007-08-15,26.5,18.7,33.4,18.3,61.0,9,10,18,0,1013.0,0.0,0.0,
1323,Verona,2007-08-16,27.7,20.6,34.4,18.7,58.0,10,13,22,0,1012.0,0.0,0.0,
1324,Verona,2007-08-17,26.3,20.0,33.6,15.7,52.0,11,13,26,0,1012.0,0.0,0.0,
1325,Verona,2007-08-18,24.8,18.6,31.9,13.5,49.0,11,18,35,0,1013.0,0.0,0.0,
1326,Verona,2007-08-19,24.9,16.8,31.4,14.3,52.0,11,10,17,0,1012.0,0.0,0.0,
1327,Verona,2007-08-20,20.0,15.0,24.8,17.1,83.0,11,14,29,0,1007.0,0.0,1.0,rain thunderstorm
1328,Verona,2007-08-21,17.2,13.0,20.4,16.8,97.0,11,10,28,0,1005.0,0.0,23.1,rain
1329,Verona,2007-08-22,19.8,12.8,27.0,15.0,74.0,11,10,17,0,1010.0,0.0,0.5,rain
1330,Verona,2007-08-23,20.0,17.0,25.2,17.9,88.0,10,11,24,0,1013.0,0.0,7.1,rain
1331,Verona,2007-08-24,20.6,14.2,27.0,16.4,77.0,7,9,18,0,1019.0,0.0,0.0,fog
